,university_name,score_cwur,score_shanghai,score_times,mean_score
946,University of Wollongong,-0.29512814424934236,,,-0.29512814424934236
662,University of Dayton,-0.29512814424934236,,,-0.29512814424934236
710,University of Iceland,-0.2968513114619804,,,-0.2968513114619804
700,University of Hanover,-0.29857447867461717,,,-0.29857447867461717
377,New Mexico State University,-0.29857447867461717,,,-0.29857447867461717
745,University of Malaya,-0.29857447867461717,,,-0.29857447867461717
687,University of Genoa,-0.1589979344510077,-0.4382220058058802,,-0.298609970128444
921,University of Ulsan,-0.299436062280935,,,-0.299436062280935
492,Shinshu University,-0.300297645887254,,,-0.300297645887254
92,Clemson University,-0.300297645887254,,,-0.300297645887254
330,Monash University,0.36312173097804873,,-0.9658104945936777,-0.30134438180781453
496,Sichuan University,-0.3020208130998908,,,-0.3020208130998908
752,University of Maryland Baltimore County,-0.3020208130998908,,,-0.3020208130998908
102,Creighton University,-0.3020208130998908,,,-0.3020208130998908
553,Tokyo Metropolitan University,-0.3028823967062098,,,-0.3028823967062098
310,Martin Luther University of HalleWittenberg,-0.3028823967062098,,,-0.3028823967062098
122,East China University of Science and Technology,-0.30460556391884663,,,-0.30460556391884663
952,University of Zaragoza,-0.30460556391884663,,,-0.30460556391884663
641,University of Canterbury,-0.3063287311314847,,,-0.3063287311314847
562,Tufts University,0.5015494970598999,-0.8020094987258582,-0.6190444690428346,-0.30650149023626433
133,Federal University of Minas Gerais,-0.30719031473780245,,,-0.30719031473780245
615,University of Brescia,-0.30719031473780245,,,-0.30719031473780245
382,Nihon University,-0.30719031473780245,,,-0.30719031473780245
956,University of the Basque Country,-0.30719031473780245,,,-0.30719031473780245
463,Rutgers The State University of New Jersey  Newark,-0.38042492127488203,-0.23407121863981625,,-0.30724806995734916
816,University of Ottawa,0.16237275070581977,,-0.7774437646648248,-0.3075355069795025
579,University of Akron,-0.30805189834412144,,,-0.30805189834412144
813,University of Oslo,0.21794489331336872,-0.450362209827375,-0.6918225237880734,-0.3080799467673599
884,University of Surrey,-0.3089134819504405,,,-0.3089134819504405
26,BarIlan University,-0.3089134819504405,,,-0.3089134819504405
592,University of Arkansas  Fayetteville,-0.3089134819504405,,,-0.3089134819504405
867,University of Sherbrooke,-0.3089134819504405,,,-0.3089134819504405
164,Georgia State University,-0.30977506555675827,,,-0.30977506555675827
717,University of Iowa,0.47857393422473804,-0.7866598154802893,-0.6233255310866722,-0.31047047078074114
28,Baylor University,-0.31063664916307604,,,-0.31063664916307604
737,University of Ljubljana,-0.3114982327693951,,,-0.3114982327693951
168,Graduate University for Advanced Studies,-0.3114982327693951,,,-0.3114982327693951
411,OttovonGuericke University Magdeburg,-0.3114982327693963,,,-0.3114982327693963
919,University of Udine,-0.3114982327693963,,,-0.3114982327693963
222,Iowa State University,0.2390536916681742,,-0.8630650055415762,-0.312005656936701
199,Humboldt University of Berlin,0.36742964900964137,,-0.9914968668567032,-0.31203360892353094
88,City University London,-0.3123598163757141,,,-0.3123598163757141
413,Panjab University,-0.31322139998203313,,,-0.31322139998203313
800,University of Nice Sophia Antipolis,-0.3140829835883521,,,-0.3140829835883521
799,University of Newcastle,-0.3140829835883521,,,-0.3140829835883521
617,University of Bristol,0.18506111900554365,-0.41059257596385634,-0.7175088960510989,-0.3143467843364705
322,Michigan State University,0.6052267243535684,-0.6861193902218145,-0.8630650055415762,-0.3146525571366074
465,SUNY Downstate Medical Center,-0.3149445671946699,,,-0.3149445671946699
945,University of WisconsinMilwaukee,-0.3166677344073067,,,-0.3166677344073067
860,University of Savoy,-0.31666773440730794,,,-0.31666773440730794
837,University of Potsdam,-0.31666773440730794,,,-0.31666773440730794
809,University of Oklahoma Health Sciences Center,-0.3175293180136257,,,-0.3175293180136257
651,University of Coimbra,-0.3175293180136257,,,-0.3175293180136257
602,University of Bayreuth,-0.31925248522626254,,,-0.31925248522626254
658,University of Crete,-0.32097565243889936,,,-0.32097565243889936
378,New York Medical College,-0.32097565243889936,,,-0.32097565243889936
113,Dongguk University,-0.32097565243889936,,,-0.32097565243889936
419,Peking Union Medical College,-0.3226988196515374,,,-0.3226988196515374
1016,cole Centrale Paris,-0.3226988196515374,,,-0.3226988196515374
374,National YangMing University,-0.3226988196515374,,,-0.3226988196515374
594,University of Auckland,-0.032345144322177326,,-0.6147634069989973,-0.3235542756605873
304,Mahidol University,-0.3235604032578552,,,-0.3235604032578552
821,University of Palermo,-0.32442198686417417,,,-0.32442198686417417
614,University of Bremen,-0.32442198686417417,,,-0.32442198686417417
913,University of Troms  The Arctic University of Norway,-0.32442198686417417,,,-0.32442198686417417
940,University of Western Australia,0.1003387310508825,-0.7329359241207992,-0.3407754361933926,-0.3244575430877698
965,Utah State University,-0.326145154076811,,,-0.326145154076811
890,University of Tartu,-0.326145154076811,,,-0.326145154076811
283,Lanzhou University,-0.326145154076811,,,-0.326145154076811
328,Mississippi State University,-0.32700673768313,,,-0.32700673768313
783,University of Nantes,-0.32786832128944904,,,-0.32786832128944904
644,University of Catania,-0.32786832128944904,,,-0.32786832128944904
153,Fudan University,0.19769767856488227,,-0.8545028814539009,-0.3284026014445093
556,Tokyo Womens Medical University,-0.3287299048957668,,,-0.3287299048957668
347,Nara Institute of Science and Technology,-0.3287299048957668,,,-0.3287299048957668
19,Auburn University,-0.3287299048957668,,,-0.3287299048957668
331,Montana State University  Bozeman,-0.3287299048957668,,,-0.3287299048957668
446,Renmin University of China,-0.32959148850208586,,,-0.32959148850208586
693,University of Graz,-0.32959148850208586,,,-0.32959148850208586
144,Flinders University,-0.32959148850208586,,,-0.32959148850208586
213,Indian Institute of Technology Madras,-0.33045307210840486,,,-0.33045307210840486
230,James Cook University,-0.33045307210840486,,,-0.33045307210840486
596,University of Aveiro,-0.33131465571472263,,,-0.33131465571472263
970,Victoria University of Wellington,-0.3321762393210417,,,-0.3321762393210417
590,University of Antwerp,-0.12798092462353908,,-0.5377042902099208,-0.33284260741672994
25,Bangor University,-0.33303782292735945,,,-0.33303782292735945
951,University of Zagreb,-0.33303782292736067,,,-0.33303782292736067
770,University of MissouriKansas City,-0.33303782292736067,,,-0.33303782292736067
526,Tampere University of Technology,-0.33389940653367844,,,-0.33389940653367844
209,Indian Institute of Technology Bombay,-0.3347609901399963,,,-0.3347609901399963
349,National Central University,-0.3347609901399963,,,-0.3347609901399963
861,University of Science and Technology Beijing,-0.3347609901399963,,,-0.3347609901399963
573,University Lille 1 Sciences and Technologies,-0.3347609901399963,,,-0.3347609901399963
268,Konkuk University,-0.3347609901399975,,,-0.3347609901399975
891,University of Tasmania,-0.33648415735263426,,,-0.33648415735263426
165,Ghent University,0.5216531145406655,-0.6267672816722819,-0.9058756259799519,-0.3369965977038561
111,Delft University of Technology,-0.027175642684265682,,-0.6490119033496977,-0.3380937730169817
60,Catholic University of Korea,-0.3382073245652711,,,-0.3382073245652711
664,University of Delaware,-0.003051301707345492,,-0.6746982756127232,-0.33887478866003434
356,National Polytechnic Institute of Toulouse,-0.33906890817159013,,,-0.33906890817159013
335,Nagoya City University,-0.3399304917779079,,,-0.3399304917779079
478,Second University of Naples,-0.3399304917779079,,,-0.3399304917779079
818,University of Oviedo,-0.3399304917779079,,,-0.3399304917779079
201,Hunan University,-0.3399304917779079,,,-0.3399304917779079
221,International School for Advanced Studies,-0.34165365899054595,,,-0.34165365899054595
623,University of Cagliari,-0.34165365899054595,,,-0.34165365899054595
369,National University of Ireland Galway,-0.3425152425968637,,,-0.3425152425968637
258,Kent State University,-0.3425152425968637,,,-0.3425152425968637
1,Aalborg University,-0.3433768262031827,,,-0.3433768262031827
65,Chang Gung University,-0.3433768262031827,,,-0.3433768262031827
423,Plymouth University,-0.3433768262031827,,,-0.3433768262031827
781,University of Mlaga,-0.34423840980950177,,,-0.34423840980950177
136,Federal University of Rio Grande do Sul,-0.34509999341581954,,,-0.34509999341581954
943,University of Windsor,-0.34509999341581954,,,-0.34509999341581954
716,University of Ioannina,-0.34509999341581954,,,-0.34509999341581954
353,National Chung Hsing University,-0.34596157702213853,,,-0.34596157702213853
212,Indian Institute of Technology Kharagpur,-0.3468231606284576,,,-0.3468231606284576
247,Kagoshima University,-0.3468231606284576,,,-0.3468231606284576
62,Central China Normal University,-0.34768474423477536,,,-0.34768474423477536
280,LSU Health Sciences Center New Orleans,-0.34854632784109313,,,-0.34854632784109313
505,Southern Illinois University Carbondale,-0.3485463278410944,,,-0.3485463278410944
578,University of Adelaide,-0.15985951805732673,,-0.5377042902099208,-0.34878190413362375
409,Osaka Prefecture University,-0.3494079114474134,,,-0.3494079114474134
110,Deakin University,-0.3494079114474134,,,-0.3494079114474134
775,University of Montana  Missoula,-0.3494079114474134,,,-0.3494079114474134
528,Tata Institute of Fundamental Research,-0.3502694950537312,,,-0.3502694950537312
217,Inha University,-0.3502694950537312,,,-0.3502694950537312
494,Shizuoka University,-0.3519926622663692,,,-0.3519926622663692
550,Tokai University,-0.3519926622663692,,,-0.3519926622663692
13,American University of Beirut,-0.352854245872687,,,-0.352854245872687
103,Curtin University,-0.352854245872687,,,-0.352854245872687
429,Pompeu Fabra University,-0.22964779016913023,,-0.47776942159619495,-0.3537086058826626
583,University of Alaska Fairbanks,-0.3537158294790048,,,-0.3537158294790048
317,Medical University of Graz,-0.35371582947900604,,,-0.35371582947900604
480,Semmelweis University,-0.35371582947900604,,,-0.35371582947900604
442,Queensland University of Technology,-0.35457741308532503,,,-0.35457741308532503
226,Istanbul University,-0.35457741308532503,,,-0.35457741308532503
141,Federal University of So Paulo,-0.35457741308532503,,,-0.35457741308532503
577,University of Aberdeen,-0.052161567267503664,,-0.657574027437373,-0.35486779735243834
807,University of Nottingham,0.12130393213796833,-0.6493654264504808,-0.5377042902099208,-0.35525526150747777
797,University of New Orleans,-0.3554389966916428,,,-0.3554389966916428
29,Beihang University,-0.3554389966916428,,,-0.3554389966916428
427,Polytechnic University of Turin,-0.3554389966916428,,,-0.3554389966916428
554,Tokyo University of Agriculture and Technology,-0.3554389966916428,,,-0.3554389966916428
740,University of Los Andes Colombia,-0.3554389966916428,,,-0.3554389966916428
56,Carleton University,-0.3554389966916428,,,-0.3554389966916428
124,Ehime University,-0.3554389966916428,,,-0.3554389966916428
390,Northern Illinois University,-0.35716216390428085,,,-0.35716216390428085
836,University of Portsmouth,-0.3580237475105987,,,-0.3580237475105987
171,Griffith University,-0.3580237475105987,,,-0.3580237475105987
211,Indian Institute of Technology Kanpur,-0.3580237475105987,,,-0.3580237475105987
17,Arizona State University,0.33942818180428747,-0.7406107657435834,-0.6746982756127232,-0.35862695318400634
841,University of Queensland,0.27811214848794835,-0.6623273811911831,-0.6918225237880734,-0.3586792521637694
86,Chungnam National University,-0.35888533111691645,,,-0.35888533111691645
728,University of La Laguna,-0.35888533111691767,,,-0.35888533111691767
608,University of Bonn,0.5604243768250017,-0.7669245084502722,-0.8716271296292514,-0.35937575375150727
539,Texas AM Health Science Center,-0.35974691472323544,,,-0.35974691472323544
568,Universidade Nova de Lisboa,-0.35974691472323544,,,-0.35974691472323544
214,Indian Institute of Technology Roorkee,-0.35974691472323667,,,-0.35974691472323667
703,University of Hertfordshire,-0.35974691472323667,,,-0.35974691472323667
38,Binghamton University,-0.35974691472323667,,,-0.35974691472323667
147,Florida International University,-0.35974691472323667,,,-0.35974691472323667
416,ParisEst Crteil ValdeMarne University,-0.3606084983295545,,,-0.3606084983295545
121,East China Normal University,-0.3606084983295545,,,-0.3606084983295545
853,University of Salamanca,-0.36147008193587227,,,-0.36147008193587227
173,Gunma University,-0.36147008193587227,,,-0.36147008193587227
405,Open University UK,-0.36233166554219126,,,-0.36233166554219126
848,University of Rhode Island,-0.36233166554219126,,,-0.36233166554219126
297,Louisiana Tech University,-0.3623316655421925,,,-0.3623316655421925
160,George Washington University,0.2183756851165276,,-0.94440518437449,-0.36301474962898117
838,University of Pretoria,-0.3631932491485103,,,-0.3631932491485103
9,Albany Medical College,-0.3631932491485103,,,-0.3631932491485103
742,University of Lbeck,-0.3631932491485103,,,-0.3631932491485103
908,University of Toledo,-0.3631932491485103,,,-0.3631932491485103
320,Memorial University of Newfoundland,-0.3631932491485103,,,-0.3631932491485103
46,Braunschweig University of Technology,-0.3640548327548281,,,-0.3640548327548281
825,University of Patras,-0.3640548327548281,,,-0.3640548327548281
313,Massey University,-0.3649164163611471,,,-0.3649164163611471
512,State University of New York Upstate Medical University,-0.3649164163611471,,,-0.3649164163611471
558,Tottori University,-0.3649164163611471,,,-0.3649164163611471
281,La Trobe University,-0.36491641636114835,,,-0.36491641636114835
288,Lille 2 University of Health and Law,-0.36491641636114835,,,-0.36491641636114835
176,Hacettepe University,-0.3657779999674661,,,-0.3657779999674661
834,University of Poitiers,-0.3657779999674661,,,-0.3657779999674661
547,Tilburg University,-0.3666395835737839,,,-0.3666395835737839
454,Rovira i Virgili University,-0.3666395835737839,,,-0.3666395835737839
727,University of LAquila,-0.3666395835737839,,,-0.3666395835737839
711,University of Idaho,-0.3666395835737839,,,-0.3666395835737839
900,University of Texas at Arlington,-0.36750116718010295,,,-0.36750116718010295
1023,rebro University,-0.36750116718010295,,,-0.36750116718010295
765,University of Minho,-0.36836275078642194,,,-0.36836275078642194
386,Northeast Normal University,-0.36836275078642194,,,-0.36836275078642194
39,Birkbeck University of London,-0.36836275078642194,,,-0.36836275078642194
621,University of Burgundy,-0.36836275078642194,,,-0.36836275078642194
500,Soochow University Suzhou,-0.3692243343927397,,,-0.3692243343927397
962,Universit de Namur,-0.3692243343927397,,,-0.3692243343927397
71,China Agricultural University,-0.37008591799905877,,,-0.37008591799905877
166,Gifu University,-0.37008591799905877,,,-0.37008591799905877
33,Beijing University of Chemical Technology,-0.37008591799905877,,,-0.37008591799905877
404,Old Dominion University,-0.37094750160537776,,,-0.37094750160537776
193,Hong Kong Baptist University,-0.37094750160537776,,,-0.37094750160537776
979,Warsaw University of Technology,-0.37180908521169553,,,-0.37180908521169553
431,Portland State University,-0.37180908521169553,,,-0.37180908521169553
256,Keele University,-0.37180908521169553,,,-0.37180908521169553
364,National Technical University of Athens,-0.37180908521169553,,,-0.37180908521169553
842,University of Qubec at Montreal,-0.37180908521169553,,,-0.37180908521169553
720,University of Jyvskyl,-0.37180908521169553,,,-0.37180908521169553
291,Loma Linda University,-0.37180908521169553,,,-0.37180908521169553
586,University of Alicante,-0.37267066881801336,,,-0.37267066881801336
24,Banaras Hindu University,-0.3726706688180146,,,-0.3726706688180146
564,UNESP So Paulo State University,-0.3726706688180146,,,-0.3726706688180146
663,University of Debrecen,-0.3726706688180146,,,-0.3726706688180146
329,Missouri University of Science and Technology,-0.3735322524243336,,,-0.3735322524243336
910,University of Toyama,-0.3735322524243336,,,-0.3735322524243336
455,Royal College of Surgeons in Ireland,-0.3735322524243336,,,-0.3735322524243336
822,University of Paris 13,-0.37439383603065135,,,-0.37439383603065135
715,University of Insubria,-0.37439383603065135,,,-0.37439383603065135
791,University of Nevada Las Vegas,-0.3752554196369692,,,-0.3752554196369692
196,Howard University,-0.3752554196369704,,,-0.3752554196369704
261,King Abdullah University of Science and Technology,-0.3752554196369704,,,-0.3752554196369704
308,Marche Polytechnic University,-0.3752554196369704,,,-0.3752554196369704
572,University Franois Rabelais Tours,-0.3761170032432894,,,-0.3761170032432894
932,University of Vigo,-0.3761170032432894,,,-0.3761170032432894
475,Sapporo Medical University,-0.3761170032432894,,,-0.3761170032432894
451,Rochester Institute of Technology,-0.3761170032432894,,,-0.3761170032432894
744,University of Maine Orono,-0.3761170032432894,,,-0.3761170032432894
437,Putra University Malaysia,-0.3761170032432894,,,-0.3761170032432894
955,University of the Balearic Islands,-0.3761170032432894,,,-0.3761170032432894
760,University of Messina,-0.3761170032432894,,,-0.3761170032432894
689,University of Girona,-0.3769785868496072,,,-0.3769785868496072
107,Dankook University,-0.377840170455925,,,-0.377840170455925
259,Kindai University,-0.377840170455925,,,-0.377840170455925
114,Donghua University,-0.3778401704559262,,,-0.3778401704559262
722,University of Kent,-0.3778401704559262,,,-0.3778401704559262
1001,Yamaguchi University,-0.378701754062244,,,-0.378701754062244
698,University of Haifa,-0.3787017540622452,,,-0.3787017540622452
453,Roma Tre University,-0.3787017540622452,,,-0.3787017540622452
169,Graz University of Technology,-0.3787017540622452,,,-0.3787017540622452
487,Shanghai University,-0.37956333766856304,,,-0.37956333766856304
241,Johannes Kepler University of Linz,-0.37956333766856304,,,-0.37956333766856304
248,Kaiserslautern University of Technology,-0.37956333766856304,,,-0.37956333766856304
295,Loughborough University,-0.37956333766856304,,,-0.37956333766856304
189,HeriotWatt University,-0.3804249212748808,,,-0.3804249212748808
520,Swinburne University of Technology,-0.3812865048811998,,,-0.3812865048811998
922,University of Ulster,-0.3812865048811998,,,-0.3812865048811998
309,Marquette University,-0.3812865048811998,,,-0.3812865048811998
97,Comenius University in Bratislava,-0.3812865048811998,,,-0.3812865048811998
155,Fuzhou University,-0.3812865048811998,,,-0.3812865048811998
290,Liverpool John Moores University,-0.381286504881201,,,-0.381286504881201
236,Jichi Medical University,-0.381286504881201,,,-0.381286504881201
994,Wuhan University of Technology,-0.38214808848751886,,,-0.38214808848751886
473,San Francisco State University,-0.38214808848751886,,,-0.38214808848751886
376,New Jersey Institute of Technology,-0.38214808848751886,,,-0.38214808848751886
1015,bo Akademi University,-0.38214808848751886,,,-0.38214808848751886
0,AGH University of Science and Technology,-0.38214808848751886,,,-0.38214808848751886
518,Swansea University,-0.38214808848751886,,,-0.38214808848751886
672,University of Eastern Piedmont Amedeo Avogadro,-0.38214808848751886,,,-0.38214808848751886
640,University of Cantabria,-0.38300967209383663,,,-0.38300967209383663
185,Hasselt University,-0.3838712557001556,,,-0.3838712557001556
311,Masaryk University,-0.3838712557001556,,,-0.3838712557001556
855,University of Salerno,-0.3838712557001556,,,-0.3838712557001556
887,University of Szeged,-0.3838712557001556,,,-0.3838712557001556
274,Kyoto Prefectural University of Medicine,-0.3838712557001569,,,-0.3838712557001569
785,University of Natural Resources and Life Sciences Vienna,-0.38473283930647467,,,-0.38473283930647467
387,Northeastern University,-0.07887065906337967,,-0.6918225237880734,-0.3853465914257265
599,University of Basel,0.36570648179700455,-0.6847937357596973,-0.8373786332785507,-0.3854886290804145
266,Kitasato University,-0.38559442291279244,,,-0.38559442291279244
595,University of Augsburg,-0.38559442291279244,,,-0.38559442291279244
126,Emory University,0.3467516424579948,-0.8096843403486425,-0.696103585831911,-0.3863454279075196
872,University of South Australia,-0.3864560065191127,,,-0.3864560065191127
771,University of MissouriSt Louis,-0.3864560065191127,,,-0.3864560065191127
759,University of Memphis,-0.3864560065191127,,,-0.3864560065191127
156,G dAnnunzio University ChietiPescara,-0.3873175901254305,,,-0.3873175901254305
930,University of Victoria,-0.19518444591638923,,-0.5805149106482965,-0.38784967828234285
582,University of Alabama in Huntsville,-0.38817917373174826,,,-0.38817917373174826
120,East Carolina University,-0.38817917373174826,,,-0.38817917373174826
104,Czech Technical University in Prague,-0.38817917373174826,,,-0.38817917373174826
371,National University of La Plata,-0.38817917373174826,,,-0.38817917373174826
326,Miguel Hernndez University of Elche,-0.3890407573380673,,,-0.3890407573380673
418,Paul Valry University Montpellier III,-0.3890407573380673,,,-0.3890407573380673
661,University of Crdoba Spain,-0.3890407573380673,,,-0.3890407573380673
960,University of vry Val dEssonne,-0.3890407573380673,,,-0.3890407573380673
624,University of Calabria,-0.3899023409443863,,,-0.3899023409443863
949,University of Yamanashi,-0.3899023409443863,,,-0.3899023409443863
774,University of Mons,-0.3899023409443863,,,-0.3899023409443863
73,China Medical University Taiwan,-0.3899023409443863,,,-0.3899023409443863
768,University of Mississippi Medical Center,-0.3907639245507041,,,-0.3907639245507041
15,Ankara University,-0.3907639245507041,,,-0.3907639245507041
643,University of CastillaLa Mancha,-0.3907639245507041,,,-0.3907639245507041
790,University of Neuchtel,-0.3907639245507041,,,-0.3907639245507041
325,Mie University,-0.3907639245507041,,,-0.3907639245507041
805,University of North Texas Denton,-0.3916255081570219,,,-0.3916255081570219
802,University of North Carolina at Charlotte,-0.39162550815702313,,,-0.39162550815702313
1000,Yamagata University,-0.39162550815702313,,,-0.39162550815702313
880,University of Stirling,-0.39162550815702313,,,-0.39162550815702313
893,University of Tehran,-0.39162550815702313,,,-0.39162550815702313
709,University of Hyogo,-0.39162550815702313,,,-0.39162550815702313
252,Kaohsiung Medical University,-0.3924870917633421,,,-0.3924870917633421
412,Palack University Olomouc,-0.3924870917633421,,,-0.3924870917633421
237,Jikei University School of Medicine,-0.3924870917633421,,,-0.3924870917633421
603,University of Belgrade,-0.3933486753696599,,,-0.3933486753696599
272,Kurume University,-0.3933486753696599,,,-0.3933486753696599
355,National Polytechnic Institute,-0.3933486753696599,,,-0.3933486753696599
489,Sharif University of Technology,-0.3933486753696599,,,-0.3933486753696599
467,Saga University,-0.3933486753696599,,,-0.3933486753696599
385,North Dakota State University  Main Campus,-0.3933486753696599,,,-0.3933486753696599
495,Showa University,-0.3942102589759777,,,-0.3942102589759777
389,Northern Arizona University,-0.39421025897597894,,,-0.39421025897597894
1005,Yeungnam University,-0.39507184258229794,,,-0.39507184258229794
232,Jawaharlal Nehru Centre for Advanced Scientific Research,-0.39507184258229794,,,-0.39507184258229794
40,Blaise Pascal University,-0.39507184258229794,,,-0.39507184258229794
477,Second Military Medical University,-0.39507184258229794,,,-0.39507184258229794
831,University of Picardie Jules Verne,-0.39507184258229794,,,-0.39507184258229794
1018,cole Polytechnique de Montral,-0.39507184258229794,,,-0.39507184258229794
854,University of Salento,-0.39507184258229794,,,-0.39507184258229794
220,Institut national des sciences Appliques de Lyon,-0.39507184258229794,,,-0.39507184258229794
83,Chung Yuan Christian University,-0.39593342618861577,,,-0.39593342618861577
622,University of Caen Lower Normandy,-0.39593342618861577,,,-0.39593342618861577
856,University of Salzburg,-0.39593342618861577,,,-0.39593342618861577
470,Saitama Medical University,-0.39593342618861577,,,-0.39593342618861577
395,Norwegian University of Life Sciences,-0.39679500979493476,,,-0.39679500979493476
675,University of Electronic Science and Technology of China,-0.39679500979493476,,,-0.39679500979493476
30,Beijing Institute of Technology,-0.39679500979493476,,,-0.39679500979493476
886,University of Sydney,0.22742231298287421,-0.753402168448224,-0.6661361515250479,-0.3973720023301326
123,Ege University,-0.39765659340125253,,,-0.39765659340125253
323,Michigan Technological University,-0.3985181770075716,,,-0.3985181770075716
218,Inje University,-0.3985181770075716,,,-0.3985181770075716
202,Hunter College,-0.3985181770075716,,,-0.3985181770075716
704,University of Hohenheim,-0.3985181770075716,,,-0.3985181770075716
358,National Sun Yatsen University,-0.3985181770075716,,,-0.3985181770075716
542,The Catholic University of America,-0.3985181770075716,,,-0.3985181770075716
78,Chongqing University,-0.39937976061388936,,,-0.39937976061388936
52,Cairo University,-0.39937976061388936,,,-0.39937976061388936
43,Bowling Green State University,-0.3993797606138906,,,-0.3993797606138906
780,University of Murcia,-0.40024134422020835,,,-0.40024134422020835
84,ChungAng University,-0.40024134422020957,,,-0.40024134422020957
926,University of Valladolid,-0.40024134422020957,,,-0.40024134422020957
90,Clarkson University,-0.40024134422020957,,,-0.40024134422020957
829,University of Perpignan Via Domitia,-0.40024134422020957,,,-0.40024134422020957
655,University of Concepcin,-0.40024134422020957,,,-0.40024134422020957
4,Aberystwyth University,-0.4011029278265274,,,-0.4011029278265274
524,Taipei Medical University,-0.4011029278265274,,,-0.4011029278265274
871,University of South Alabama,-0.4011029278265274,,,-0.4011029278265274
674,University of ElectroCommunications,-0.4011029278265274,,,-0.4011029278265274
1014,Zhengzhou University,-0.4019645114328452,,,-0.4019645114328452
852,University of Rouen,-0.4019645114328452,,,-0.4019645114328452
336,Nagoya Institute of Technology,-0.4019645114328452,,,-0.4019645114328452
54,Capital Medical University,-0.4019645114328464,,,-0.4019645114328464
772,University of Miyazaki,-0.4019645114328464,,,-0.4019645114328464
68,Chemnitz University of Technology,-0.4019645114328464,,,-0.4019645114328464
612,University of Bradford,-0.40282609503916417,,,-0.40282609503916417
231,Jaume I University,-0.40282609503916544,,,-0.40282609503916544
303,Magna Grcia University of Catanzaro,-0.4036876786454832,,,-0.4036876786454832
51,Budapest University of Technology and Economics,-0.4036876786454832,,,-0.4036876786454832
250,Kangwon National University,-0.404549262251801,,,-0.404549262251801
262,King Fahd University of Petroleum and Minerals,-0.404549262251801,,,-0.404549262251801
972,Vilnius University,-0.404549262251801,,,-0.404549262251801
154,Fukuoka University,-0.404549262251801,,,-0.404549262251801
694,University of Greifswald,-0.40541084585812126,,,-0.40541084585812126
85,Chungbuk National University,-0.40541084585812126,,,-0.40541084585812126
991,Wright State University  Dayton,-0.40627242946443903,,,-0.40627242946443903
616,University of Brighton,-0.40627242946443903,,,-0.40627242946443903
117,Dublin City University,-0.4071340130707568,,,-0.4071340130707568
859,University of Sassari,-0.40799559667707586,,,-0.40799559667707586
750,University of Maribor,-0.40799559667707586,,,-0.40799559667707586
683,University of FrancheComt,-0.40799559667707586,,,-0.40799559667707586
370,National University of Ireland Maynooth,-0.40799559667707586,,,-0.40799559667707586
498,Sofia University,-0.4079955966770771,,,-0.4079955966770771
845,University of Regina,-0.4079955966770771,,,-0.4079955966770771
989,Wilfrid Laurier University,-0.40885718028339485,,,-0.40885718028339485
279,Kchi University,-0.40885718028339485,,,-0.40885718028339485
344,Nanjing University of Technology,-0.40885718028339485,,,-0.40885718028339485
333,Murdoch University,-0.40885718028339485,,,-0.40885718028339485
449,Rio de Janeiro State University,-0.40885718028339485,,,-0.40885718028339485
755,University of Massachusetts Boston,-0.40885718028339485,,,-0.40885718028339485
1021,cole normale suprieure de Cachan,-0.40885718028339485,,,-0.40885718028339485
756,University of Massachusetts Lowell,-0.40885718028339485,,,-0.40885718028339485
458,Royal Veterinary College University of London,-0.4097187638897126,,,-0.4097187638897126
892,University of Technology Sydney,-0.4097187638897126,,,-0.4097187638897126
306,Manchester Metropolitan University,-0.4105803474960317,,,-0.4105803474960317
69,Chiang Mai University,-0.4105803474960317,,,-0.4105803474960317
585,University of Alcal,-0.41144193110235067,,,-0.41144193110235067
535,Tehran University of Medical Sciences,-0.41144193110235067,,,-0.41144193110235067
793,University of New Brunswick,-0.41144193110235067,,,-0.41144193110235067
958,University of the Ryukyus,-0.41144193110235067,,,-0.41144193110235067
37,Bilkent University,-0.41144193110235067,,,-0.41144193110235067
479,Sejong University,-0.41144193110235067,,,-0.41144193110235067
31,Beijing Jiaotong University,-0.41230351470866844,,,-0.41230351470866844
589,University of Angers,-0.41230351470866844,,,-0.41230351470866844
234,Jiangnan University,-0.41230351470866844,,,-0.41230351470866844
399,Ocean University of China,-0.41230351470866844,,,-0.41230351470866844
340,Nanjing Normal University,-0.41230351470866844,,,-0.41230351470866844
225,Istanbul Technical University,-0.3907639245507041,,-0.43495880115781926,-0.41286136285426167
977,Wageningen University and Research Centre,-0.05733106890541653,,-0.7688816405771496,-0.41310635474128304
178,Hamamatsu University School of Medicine,-0.4131650983149875,,,-0.4131650983149875
929,University of Veterinary Medicine Vienna,-0.4131650983149875,,,-0.4131650983149875
80,Chosun University,-0.4131650983149875,,,-0.4131650983149875
12,All India Institute of Medical Sciences New Delhi,-0.4131650983149875,,,-0.4131650983149875
352,National Chung Cheng University,-0.4131650983149875,,,-0.4131650983149875
935,University of Wales Trinity Saint David,-0.4140266819213065,,,-0.4140266819213065
987,Western Michigan University,-0.4140266819213065,,,-0.4140266819213065
441,Queens College City University of New York,-0.4140266819213065,,,-0.4140266819213065
443,RMIT University,-0.4140266819213065,,,-0.4140266819213065
145,Florida Atlantic University,-0.4148882655276243,,,-0.4148882655276243
679,University of Extremadura,-0.4157498491339433,,,-0.4157498491339433
48,Brock University,-0.4157498491339433,,,-0.4157498491339433
372,National University of Rosario,-0.4157498491339433,,,-0.4157498491339433
